Tipo,Número,Ano,Arquivo,oss,unidade,municipio,endereco,bairro,tipo,cnes,cnpj
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades de Pariquera-Açu(AME Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7560435,
Termo Aditivo 02/2019,2,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades de Pariquera-Açu(AME Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7560435,
Termo Aditivo 03/2019,3,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades de Pariquera-Açu(AME Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7560435,
Termo Aditivo 04/2019,4,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades de Pariquera-Açu(AME Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7560435,
Termo Aditivo 05/2019,5,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades de Pariquera-Açu(AME Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7560435,
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades de Praia Grande (AME Praia Grande),Praia Grande,"Rua Valter José Alves, s/n",Vila Mirim,AME,6258484,57.571.275/0010-93
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades de Praia Grande (AME Praia Grande),Praia Grande,"Rua Valter José Alves, s/n",Vila Mirim,AME,6258484,57.571.275/0010-93
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades de Praia Grande (AME Praia Grande),Praia Grande,"Rua Valter José Alves, s/n",Vila Mirim,AME,6258484,57.571.275/0010-93
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Promissão (AME Promissão),Promissão,"Av. Arthur Franco, 215",Jd. América,AME,6818196,43.751.502/0004-00
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Promissão (AME Promissão),Promissão,"Av. Arthur Franco, 215",Jd. América,AME,6818196,43.751.502/0004-00
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Promissão (AME Promissão),Promissão,"Av. Arthur Franco, 215",Jd. América,AME,6818196,43.751.502/0004-00
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Psiquiatria Dra. Jandira Masur(AME Psiquiatria Vila Maria ),São Paulo,"Av. Guilherme Cotching, 1600",Vl. Maria,AME,6578578,61.699.567/0025-60
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades de São Vicente(AME São Vicente),São Vicente,Avenida Presidente Wilson,Itararé,AME,9580743,
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades de São Vicente(AME São Vicente),São Vicente,Avenida Presidente Wilson,Itararé,AME,9580743,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Taboão da Serra (AME Taboão da Serra),Taboão da Serra,"Estrada de São Francisco, 1448",Jd. Helena,AME,7062672,61.699.567/0029-93
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Taboão da Serra (AME Taboão da Serra),Taboão da Serra,"Estrada de São Francisco, 1448",Jd. Helena,AME,7062672,61.699.567/0029-93
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Taboão da Serra (AME Taboão da Serra),Taboão da Serra,"Estrada de São Francisco, 1448",Jd. Helena,AME,7062672,61.699.567/0029-93
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Dona Maria Lopes(AME Jundiaí),Jundiaí,"Rua Rangel Pestana, 531",Centro,AME,6992560,
Termo Aditivo 02/2019,2,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Dona Maria Lopes(AME Jundiaí),Jundiaí,"Rua Rangel Pestana, 531",Centro,AME,6992560,
Termo Aditivo 03/2019,3,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Dona Maria Lopes(AME Jundiaí),Jundiaí,"Rua Rangel Pestana, 531",Centro,AME,6992560,
Termo Aditivo 04/2019,4,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Dona Maria Lopes(AME Jundiaí),Jundiaí,"Rua Rangel Pestana, 531",Centro,AME,6992560,
Contrato de Gestão 2019,-,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Dr. Antonio Carlos Fontoura da Silva(AME Presidente Prudente),Presidente Prudente,"Rua José Bongiovani, 1297",Cidade Universitária,AME,6476058,53.221.255/0033-28
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Dr. Antonio Carlos Fontoura da Silva(AME Presidente Prudente),Presidente Prudente,"Rua José Bongiovani, 1297",Cidade Universitária,AME,6476058,53.221.255/0033-28
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Dr. Antonio Carlos Fontoura da Silva(AME Presidente Prudente),Presidente Prudente,"Rua José Bongiovani, 1297",Cidade Universitária,AME,6476058,53.221.255/0033-28
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Dr. Cirilo Barcelos(AME Franca),Franca,"Av. Dr. Alcindo Ribeiro Conrado,1395",Centro,AME,6669727,47.969.134/0004-21
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Dr. Cirilo Barcelos(AME Franca),Franca,"Av. Dr. Alcindo Ribeiro Conrado,1395",Centro,AME,6669727,47.969.134/0004-21
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Dr. Cirilo Barcelos(AME Franca),Franca,"Av. Dr. Alcindo Ribeiro Conrado,1395",Centro,AME,6669727,47.969.134/0004-21
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Dr. Cirilo Barcelos(AME Franca),Franca,"Av. Dr. Alcindo Ribeiro Conrado,1395",Centro,AME,6669727,47.969.134/0004-21
Contrato de Gestão 2019,-,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Edmon Alexandre Salomão(AME Andradina),Andradina,"Rua Guararapes, 282",Vila Sanches,AME,6568971,43.535.210/0002-78
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Edmon Alexandre Salomão(AME Andradina),Andradina,"Rua Guararapes, 282",Vila Sanches,AME,6568971,43.535.210/0002-78
Termo Aditivo 01/2019 (Contrato de Gestão 2019),1,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Edmon Alexandre Salomão(AME Andradina),Andradina,"Rua Guararapes, 282",Vila Sanches,AME,6568971,43.535.210/0002-78
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Edmon Alexandre Salomão(AME Andradina),Andradina,"Rua Guararapes, 282",Vila Sanches,AME,6568971,43.535.210/0002-78
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia e Maternidade Dracena,Ambulatório Médico de Especialidades Dr. Francisco de Assis Martucci(AME Dracena),Dracena,"Rua Ipiranga, 1198",Centro,AME,6335497,47.617.584/0003-74
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia e Maternidade Dracena,Ambulatório Médico de Especialidades Dr. Francisco de Assis Martucci(AME Dracena),Dracena,"Rua Ipiranga, 1198",Centro,AME,6335497,47.617.584/0003-74
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Misericórdia e Maternidade Dracena,Ambulatório Médico de Especialidades Dr. Francisco de Assis Martucci(AME Dracena),Dracena,"Rua Ipiranga, 1198",Centro,AME,6335497,47.617.584/0003-74
Termo Aditivo 04/2019,4,2019,Visualizar,Santa Casa de Misericórdia e Maternidade Dracena,Ambulatório Médico de Especialidades Dr. Francisco de Assis Martucci(AME Dracena),Dracena,"Rua Ipiranga, 1198",Centro,AME,6335497,47.617.584/0003-74
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades Dr. Luiz Roberto Barradas Barata(AME Heliópolis),São Paulo,"Av. Almirante Delamare, 1534",Novo Heliópolis,AME,6479200,61.687.356/0024-26
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades Dr. Luiz Roberto Barradas Barata(AME Heliópolis),São Paulo,"Av. Almirante Delamare, 1534",Novo Heliópolis,AME,6479200,61.687.356/0024-26
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Dr. Newton da Costa Brandão(AME Santo André),Santo André,"Av. Capitão Mário Toledo de Camargo, 3330",Jd. Guarará,AME,6655416,57.571.275/0015-06
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Dr. Newton da Costa Brandão(AME Santo André),Santo André,"Av. Capitão Mário Toledo de Camargo, 3330",Jd. Guarará,AME,6655416,57.571.275/0015-06
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Dr. Newton da Costa Brandão(AME Santo André),Santo André,"Av. Capitão Mário Toledo de Camargo, 3330",Jd. Guarará,AME,6655416,57.571.275/0015-06
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Dr. Newton da Costa Brandão(AME Santo André),Santo André,"Av. Capitão Mário Toledo de Camargo, 3330",Jd. Guarará,AME,6655416,57.571.275/0015-06
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Oscar Gurjão Cotrim(AME Araçatuba),Araçatuba,"Rua José Bonifácio, 1331",,AME,6572367,43.751.502/0003-29
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Oscar Gurjão Cotrim(AME Araçatuba),Araçatuba,"Rua José Bonifácio, 1331",,AME,6572367,43.751.502/0003-29
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Oscar Gurjão Cotrim(AME Araçatuba),Araçatuba,"Rua José Bonifácio, 1331",,AME,6572367,43.751.502/0003-29
Termo Aditivo 04/2019,4,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades Dr. Oscar Gurjão Cotrim(AME Araçatuba),Araçatuba,"Rua José Bonifácio, 1331",,AME,6572367,43.751.502/0003-29
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Durval Mantovaninni(AME Atibaia),Atibaia,"Rua Dr. Zeferino Alves do Amaral, 755",Pq Jerônimo de Camargo,AME,6607179,50.795.566/0010-16
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Durval Mantovaninni(AME Atibaia),Atibaia,"Rua Dr. Zeferino Alves do Amaral, 755",Pq Jerônimo de Camargo,AME,6607179,50.795.566/0010-16
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Durval Mantovaninni(AME Atibaia),Atibaia,"Rua Dr. Zeferino Alves do Amaral, 755",Pq Jerônimo de Camargo,AME,6607179,50.795.566/0010-16
Termo Aditivo 04/2019,4,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Durval Mantovaninni(AME Atibaia),Atibaia,"Rua Dr. Zeferino Alves do Amaral, 755",Pq Jerônimo de Camargo,AME,6607179,50.795.566/0010-16
Termo Aditivo 05/2019,5,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades Durval Mantovaninni(AME Atibaia),Atibaia,"Rua Dr. Zeferino Alves do Amaral, 755",Pq Jerônimo de Camargo,AME,6607179,50.795.566/0010-16
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia de Itapeva,Ambulatório Médico de Especialidades Edison Oliveira Martho(AME Itapeva),Itapeva,"Praça Espiridião Lúcio Martins, 220",Centro,AME,6604862,49.797.293/0002-50
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia de Itapeva,Ambulatório Médico de Especialidades Edison Oliveira Martho(AME Itapeva),Itapeva,"Praça Espiridião Lúcio Martins, 220",Centro,AME,6604862,49.797.293/0002-50
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Misericórdia de Itapeva,Ambulatório Médico de Especialidades Edison Oliveira Martho(AME Itapeva),Itapeva,"Praça Espiridião Lúcio Martins, 220",Centro,AME,6604862,49.797.293/0002-50
Termo Aditivo 04/2019,4,2019,Visualizar,Santa Casa de Misericórdia de Itapeva,Ambulatório Médico de Especialidades Edison Oliveira Martho(AME Itapeva),Itapeva,"Praça Espiridião Lúcio Martins, 220",Centro,AME,6604862,49.797.293/0002-50
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação PIO XII,Ambulatório Médico de Especialidades Geral de Barretos (AME Geral Barretos),Barretos,Av. Loja Maçonica Renovadora 68 no 105,Nova América,AME,6752233,49.150.352/0010-03
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação PIO XII,Ambulatório Médico de Especialidades Geral de Barretos (AME Geral Barretos),Barretos,Av. Loja Maçonica Renovadora 68 no 105,Nova América,AME,6752233,49.150.352/0010-03
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades Idoso Oeste(AME Idoso Oeste),São Paulo,"Rua Roma, 446",Lapa,AME,2068931,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades Idoso Sudeste(AME Idoso Sudeste),São Paulo,"Rua Domingo de Moraes, 446",Vila Mariana,AME,2091461,
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades Idoso Sudeste(AME Idoso Sudeste),São Paulo,"Rua Domingo de Moraes, 446",Vila Mariana,AME,2091461,
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades Idoso Sudeste(AME Idoso Sudeste),São Paulo,"Rua Domingo de Moraes, 446",Vila Mariana,AME,2091461,
Termo Aditivo 01/2019,1,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Ambulatório Médico de Especialidades Interlagos (AME Interlagos),São Paulo,"Rua Arthur Nascimento Junior, 120",Jd. Satélite,AME,6432530,60.922.168/0040-92
Termo Aditivo 02/2019,2,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Ambulatório Médico de Especialidades Interlagos (AME Interlagos),São Paulo,"Rua Arthur Nascimento Junior, 120",Jd. Satélite,AME,6432530,60.922.168/0040-92
Termo Aditivo 03/2019,3,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Ambulatório Médico de Especialidades Interlagos (AME Interlagos),São Paulo,"Rua Arthur Nascimento Junior, 120",Jd. Satélite,AME,6432530,60.922.168/0040-92
Termo Aditivo 04/2019,4,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Ambulatório Médico de Especialidades Interlagos (AME Interlagos),São Paulo,"Rua Arthur Nascimento Junior, 120",Jd. Satélite,AME,6432530,60.922.168/0040-92
Termo Aditivo 05/2019,5,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Ambulatório Médico de Especialidades Interlagos (AME Interlagos),São Paulo,"Rua Arthur Nascimento Junior, 120",Jd. Satélite,AME,6432530,60.922.168/0040-92
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Itapetininga(AME Itapetininga),Itapetininga,"Rua Pedro Marques Numero, 723",Centro,AME,6639658,
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Itapetininga(AME Itapetininga),Itapetininga,"Rua Pedro Marques Numero, 723",Centro,AME,6639658,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Congregação de Santa Catarina,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Congregação de Santa Catarina,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Congregação de Santa Catarina,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Contrato de Gestão 2019,-,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Itapevi(AME Itapevi),Itapevi,"Av. Presidente Vargas, 215",Jd Nova Itapevi,AME,6546463,60.922.168/0036-06
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Jardim dos Prados(AME Jd dos Prados),São Paulo,"Rua Sant'Ana, 275",Vl São Pedro,AME,6423086,60.922.168/0039.59
Termo Aditivo 02/2019,2,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Jardim dos Prados(AME Jd dos Prados),São Paulo,"Rua Sant'Ana, 275",Vl São Pedro,AME,6423086,60.922.168/0039.59
Termo Aditivo 03/2019,3,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Jardim dos Prados(AME Jd dos Prados),São Paulo,"Rua Sant'Ana, 275",Vl São Pedro,AME,6423086,60.922.168/0039.59
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação do ABC,Ambulatório Médico de Especialidades Mauá(AME Mauá),Mauá,Rua Américo Perrela s/no,Centro,AME,6956718,57.571.275/0001-00
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Olavo Silva Souza(AME Itu),Itu,"Rod Valdomiro Correa de Camargo, km 63",Tapera Grande,AME,6657516,60.598.448/0008-57
Termo Aditivo 02/2019,2,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Olavo Silva Souza(AME Itu),Itu,"Rod Valdomiro Correa de Camargo, km 63",Tapera Grande,AME,6657516,60.598.448/0008-57
Termo Aditivo 03/2019,3,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Olavo Silva Souza(AME Itu),Itu,"Rod Valdomiro Correa de Camargo, km 63",Tapera Grande,AME,6657516,60.598.448/0008-57
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Santa Fé do Sul (AME Santa Fé do Sul),Santa Fé do Sul,"Avenida Navarro de Andrade, 40",Centro,AME,5967945,72.957.814/0003-91
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Santa Fé do Sul (AME Santa Fé do Sul),Santa Fé do Sul,"Avenida Navarro de Andrade, 40",Centro,AME,5967945,72.957.814/0003-91
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Santa Fé do Sul (AME Santa Fé do Sul),Santa Fé do Sul,"Avenida Navarro de Andrade, 40",Centro,AME,5967945,72.957.814/0003-91
Termo Aditivo 01/2019,1,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 02/2019,2,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 03/2019,3,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 04/2019,4,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 05/2019,5,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 06/2019,6,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 07/2019,7,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 08/2019,8,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Santos (AME Santos),Santos,"Rua Alexandre Martins, 70",Aparecida,AME,6166598,60.598.448/0005-04
Termo Aditivo 01/2019,1,2019,Visualizar,Irmandade da Santa Casa de Misericórdia de Marília,Ambulatório Médico de Especialidades São Carlos(AME São Carlos),São Carlos,"Avenida Sallum, 1587",Vila Prado,AME,9442642,
Termo Aditivo 02/2019,2,2019,Visualizar,Irmandade da Santa Casa de Misericórdia de Marília,Ambulatório Médico de Especialidades São Carlos(AME São Carlos),São Carlos,"Avenida Sallum, 1587",Vila Prado,AME,9442642,
Termo Aditivo 03/2019,3,2019,Visualizar,Irmandade da Santa Casa de Misericórdia de Marília,Ambulatório Médico de Especialidades São Carlos(AME São Carlos),São Carlos,"Avenida Sallum, 1587",Vila Prado,AME,9442642,
Termo Aditivo 01/2019,1,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Ambulatório Médico de Especialidades São José dos Campos(AME São José dos Campos),São José dos Campos,"Av. Engenheiro Francisco José Longo, 925",Jd. São Dimas,AME,6294049,61.699.567/0022-17
Termo Aditivo 02/2019,2,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Ambulatório Médico de Especialidades São José dos Campos(AME São José dos Campos),São José dos Campos,"Av. Engenheiro Francisco José Longo, 925",Jd. São Dimas,AME,6294049,61.699.567/0022-17
Termo Aditivo 03/2019,3,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Ambulatório Médico de Especialidades São José dos Campos(AME São José dos Campos),São José dos Campos,"Av. Engenheiro Francisco José Longo, 925",Jd. São Dimas,AME,6294049,61.699.567/0022-17
Termo Aditivo 04/2019,4,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Ambulatório Médico de Especialidades São José dos Campos(AME São José dos Campos),São José dos Campos,"Av. Engenheiro Francisco José Longo, 925",Jd. São Dimas,AME,6294049,61.699.567/0022-17
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades São José Rio Preto(AME São José do Rio Preto),São José do Rio Preto,"Rua Antonio Fuscaldo, s/n",Jardim Fuscaldo,AME,6056148,53.221.255/0023-56
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades São José Rio Preto(AME São José do Rio Preto),São José do Rio Preto,"Rua Antonio Fuscaldo, s/n",Jardim Fuscaldo,AME,6056148,53.221.255/0023-56
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Ambulatório Médico de Especialidades São José Rio Preto(AME São José do Rio Preto),São José do Rio Preto,"Rua Antonio Fuscaldo, s/n",Jardim Fuscaldo,AME,6056148,53.221.255/0023-56
Termo Aditivo 01/2019,1,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Sorocaba(AME Sorocaba),Sorocaba,"Rua Guaicurus, 411",Vila Leao,AME,7496117,61.687.356/0033-17
Termo Aditivo 02/2019,2,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Sorocaba(AME Sorocaba),Sorocaba,"Rua Guaicurus, 411",Vila Leao,AME,7496117,61.687.356/0033-17
Termo Aditivo 03/2019,3,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Sorocaba(AME Sorocaba),Sorocaba,"Rua Guaicurus, 411",Vila Leao,AME,7496117,61.687.356/0033-17
